event_id,timestamp,sunlight_percent,temperature,humidity_percent,action
e2f229aa,1779511200,100.0,4.34,60.01,0
08ac9873,1779511260,69.79,8.76,75.72,1
1baf2fd9,1779511320,16.26,48.59,51.7,1
907c74cd,1779511380,63.99,8.2,63.75,1
7d59640d,1779511440,67.32,31.5,74.69,1
2c448a19,1779511500,47.62,-2.16,68.34,1
1c48e269,1779511560,79.87,24.5,77.89,1
4d035a8f,1779511620,50.56,8.73,30.78,1
835a4999,1779511680,97.44,34.71,41.04,0
ecd937ed,1779511740,37.47,6.15,31.64,1
c7644160,1779511800,64.91,44.56,47.31,1
574ca0ad,1779511860,83.54,43.82,46.14,0
c25bab54,1779511920,41.52,47.38,67.4,1
b442bc54,1779511980,12.3,-6.25,36.86,1
0e8936ed,1779512040,25.25,4.91,59.3,1
28335bca,1779512100,74.76,42.53,48.26,0
ee032668,1779512160,69.57,41.43,51.38,1
3b7e7c84,1779512220,35.88,31.42,68.46,1
9211e285,1779512280,53.73,9.9,67.28,1
43211af6,1779512340,100.0,20.63,60.18,0
81b97151,1779512400,41.0,38.14,45.44,1
df1ddec9,1779512460,46.78,29.74,66.81,1
50ef1a48,1779512520,68.28,46.74,71.81,1
342f5f39,1779512580,70.42,-2.1,51.47,1
76daaa2d,1779512640,75.74,30.66,77.45,1
5bfeed7f,1779512700,63.83,0.13,52.65,1
1f890351,1779512760,51.83,18.53,57.0,1
87c33e0b,1779512820,41.23,0.1,81.0,1
b4869a5f,1779512880,54.47,1.35,84.58,1
f2196fc1,1779512940,52.28,26.26,96.13,1
a9738201,1779513000,81.88,39.77,56.97,0
f9cf6c6a,1779513060,35.17,40.33,66.29,1
a7b20181,1779513120,80.45,11.78,81.15,1
c7877d4a,1779513180,59.04,-3.24,72.16,1
58a7b880,1779513240,73.33,-7.17,55.55,1
67dac7aa,1779513300,51.82,27.88,63.75,1
e05fd763,1779513360,27.09,46.52,43.26,1
0972f520,1779513420,74.91,13.59,45.41,1
fb689401,1779513480,60.6,12.15,60.79,1
8a6b1dd3,1779513540,15.79,21.23,34.93,1
9e525a82,1779513600,75.32,20.33,56.84,1
01c14538,1779513660,21.56,48.96,60.49,1
19356367,1779513720,45.46,29.79,57.87,1
753303df,1779513780,11.16,15.33,94.92,1
a83c2ba3,1779513840,34.45,39.22,71.65,1
46ac9cf3,1779513900,25.11,17.48,96.55,1
01fdb5df,1779513960,71.45,20.77,43.44,1
d9344fee,1779514020,72.41,49.74,26.56,0
c9f2f040,1779514080,69.83,10.7,57.56,1
1b624798,1779514140,14.77,-9.99,51.83,1
d0357f72,1779514200,32.13,-2.78,70.43,1
6babe56a,1779514260,53.74,45.73,54.23,1
f7ce3e59,1779514320,25.12,20.74,56.37,1
423780d1,1779514380,19.16,27.28,30.21,1
d441c728,1779514440,35.35,-7.86,66.58,1
ad10188c,1779514500,47.34,38.14,50.92,1
6c42db22,1779514560,32.69,30.54,20.62,1
0bcecf4e,1779514620,78.46,41.96,60.56,0
53c5731e,1779514680,56.93,18.99,59.55,1
5dd4ab64,1779514740,56.21,49.53,27.49,1
b87fe9a4,1779514800,25.62,-9.58,86.07,1
84bb87dc,1779514860,14.47,39.13,49.66,1
11f58952,1779514920,75.05,-9.96,50.05,1
03b8a889,1779514980,23.41,4.01,44.2,1
5856b7cc,1779515040,5.72,15.04,69.43,1
5ff3df31,1779515100,73.0,44.32,53.97,0
fd4ed05f,1779515160,0.0,-3.59,58.28,1
a04c1f64,1779515220,23.59,9.22,38.83,1
2abe05f1,1779515280,61.61,-2.65,48.99,1
a040c012,1779515340,27.72,-5.77,66.39,1
83755008,1779515400,54.53,-5.33,86.07,1
a3b192b9,1779515460,44.93,41.24,64.41,1
49584979,1779515520,50.2,36.17,53.49,1
ce3f97e6,1779515580,34.02,7.34,42.18,1
3073363f,1779515640,15.29,22.67,27.99,1
f8c21423,1779515700,62.2,0.05,42.64,1
431470d6,1779515760,50.87,37.79,20.63,1
8d88eca6,1779515820,69.76,-0.65,86.01,1
d823eedc,1779515880,28.59,12.64,61.95,1
8270693c,1779515940,37.41,6.44,58.11,1
199edb73,1779516000,40.43,0.75,57.53,1
3b092653,1779516060,63.93,-1.53,57.32,1
fe70efd7,1779516120,40.0,48.88,65.39,1
7f36f0ed,1779516180,82.87,10.56,48.69,1
e4232166,1779516240,20.6,-1.24,69.75,1
dd38dcc9,1779516300,56.97,38.5,77.24,1
45acb058,1779516360,44.94,8.82,49.43,1
521fba11,1779516420,14.95,-1.09,86.4,1
dc15b980,1779516480,80.94,12.93,67.6,1
ea1caef4,1779516540,43.05,4.25,53.26,1
5c670365,1779516600,74.47,26.06,32.57,1
98d79fac,1779516660,25.37,39.44,88.1,1
8d59da02,1779516720,46.25,38.06,31.34,1
7dedf453,1779516780,41.8,31.03,76.02,1
d7bdb4d2,1779516840,40.86,26.59,56.97,1
7cfe55da,1779516900,34.9,-5.17,32.33,1
f8bf6f84,1779516960,38.7,-4.61,44.21,1
6320d774,1779517020,23.47,8.46,59.09,1
6048a6ff,1779517080,57.99,43.07,93.07,1
e468f328,1779517140,88.63,1.73,100.0,1
c70517dd,1779517200,22.57,35.59,30.46,1
a93aed0c,1779517260,59.53,34.28,57.28,1
12ea6ede,1779517320,73.75,-7.02,64.86,1
05f297ae,1779517380,43.99,3.62,26.6,1
c35acd73,1779517440,57.54,15.43,63.51,1
2b4e578f,1779517500,57.43,16.69,57.97,1
bbe6b525,1779517560,0.0,44.57,56.76,1
3ed132e0,1779517620,87.83,38.71,67.96,0
977e1d06,1779517680,30.0,40.91,21.84,1
003cf9b8,1779517740,79.84,46.46,48.89,0
590b0583,1779517800,84.84,38.31,74.21,0
33a11b69,1779517860,41.68,-6.92,81.87,1
a06dc1b0,1779517920,91.73,17.02,41.15,0
5ecadedd,1779517980,31.45,28.08,85.83,1
3e5d5edc,1779518040,64.65,22.74,45.26,1
a83daaec,1779518100,33.64,34.92,41.39,1
bf149a6a,1779518160,12.52,48.04,58.16,1
9439f41a,1779518220,27.9,43.88,8.23,1
dd112805,1779518280,96.39,5.13,64.48,0
8a9cfa11,1779518340,24.1,2.36,57.07,1
91f870cc,1779518400,74.01,23.04,69.25,1
0b261cc4,1779518460,61.85,26.02,45.59,1
85663f39,1779518520,72.19,48.52,75.22,0
59c24955,1779518580,3.49,28.91,77.28,1
9d79830c,1779518640,41.26,38.94,44.55,1
3c2da960,1779518700,8.86,18.41,90.11,1
94c28db6,1779518760,39.69,42.18,78.27,1
85570ce5,1779518820,52.42,40.85,57.11,1
2da3fe28,1779518880,43.0,-0.07,34.42,1
8b125145,1779518940,57.86,28.12,96.76,1
c5269a8c,1779519000,35.48,-7.51,47.77,1
b247a731,1779519060,65.75,41.48,22.47,1
6c7df5c6,1779519120,31.71,47.19,97.81,1
899165bd,1779519180,58.33,21.66,63.4,1
1dad8785,1779519240,34.79,8.17,67.26,1
9e459206,1779519300,100.0,26.03,85.05,0
1ae85b38,1779519360,40.07,27.03,37.95,1
e5d45d50,1779519420,51.92,25.5,62.48,1
32fea5d5,1779519480,64.2,27.4,39.01,1
8928620f,1779519540,43.77,21.72,100.0,1
48cb0391,1779519600,56.07,1.85,18.36,1
805f5d3b,1779519660,36.95,-4.9,70.14,1
66e640e0,1779519720,98.09,16.26,44.51,0
91d66996,1779519780,61.09,10.82,25.96,1
80cf4710,1779519840,0.0,34.23,60.57,1
77530655,1779519900,49.26,10.18,49.08,1
a18211e1,1779519960,91.08,19.1,67.21,0
e310d78d,1779520020,100.0,4.2,67.54,0
2759e741,1779520080,0.0,-5.51,47.4,1
0d9e35e8,1779520140,32.12,20.29,47.8,1
9d1cd4e9,1779520200,25.38,-7.81,63.97,1
5b290d53,1779520260,79.44,5.74,55.75,1
5eb9cf53,1779520320,37.06,16.94,58.24,1
d2ff64cc,1779520380,92.11,9.95,96.88,0
ea7cac6d,1779520440,33.03,12.01,53.64,1
58eadd56,1779520500,55.44,47.98,53.47,1
a9f4aff6,1779520560,89.96,7.11,76.04,1
0d9322f2,1779520620,31.78,18.92,100.0,1
40d7cae3,1779520680,29.77,9.08,79.13,1
0e699e19,1779520740,71.84,26.62,59.39,1
f701b26d,1779520800,9.6,10.6,65.99,1
6dd03807,1779520860,54.81,20.88,82.9,1
27106a15,1779520920,47.39,26.19,67.87,1
f7714c22,1779520980,55.88,45.95,49.2,1
9fd4d953,1779521040,24.51,24.9,64.13,1
e7eb5266,1779521100,37.47,42.79,88.53,1
f241d05d,1779521160,68.75,27.41,65.59,1
dc66bff5,1779521220,40.1,2.11,44.65,1
eeee41c8,1779521280,54.73,30.58,65.94,1
93a70290,1779521340,27.14,35.39,48.48,1
4aea68a1,1779521400,11.56,27.0,57.1,1
7fd39e7d,1779521460,47.68,18.11,55.08,1
ec0747fe,1779521520,40.29,2.21,53.89,1
0fac2e6a,1779521580,39.82,23.92,89.43,1
ba9ab6ff,1779521640,82.78,43.11,55.51,0
34c284c8,1779521700,51.99,44.79,42.82,1
1b0ae6c0,1779521760,78.49,-1.98,52.25,1
7a5199ac,1779521820,54.18,11.8,68.35,1
7c2b59ad,1779521880,47.16,9.93,64.43,1
7cc3eb46,1779521940,75.44,45.76,75.41,0
3f209740,1779522000,64.89,34.31,48.2,1
f3915e7c,1779522060,45.96,6.97,47.5,1
2d6a8cc7,1779522120,83.78,48.6,77.72,0
ce2bb5c2,1779522180,80.3,16.07,50.14,1
517b05a7,1779522240,44.99,46.86,64.64,1
b80f80aa,1779522300,33.09,35.37,38.11,1
80b1e7d7,1779522360,88.97,16.67,29.39,1
8a7ebb34,1779522420,28.98,-6.49,75.0,1
a9ead3f2,1779522480,43.93,0.08,22.2,1
eb2385fa,1779522540,21.04,-6.56,26.37,1
dcc946fa,1779522600,73.94,-0.9,64.15,1
3d350d7a,1779522660,92.11,15.16,80.0,0
5df03594,1779522720,31.62,20.28,93.12,1
987e26dc,1779522780,42.95,12.1,61.97,1
87b60f3b,1779522840,48.6,20.12,66.76,1
6e09ed9f,1779522900,56.41,24.92,69.67,1
cf71bba6,1779522960,59.53,17.41,66.23,1
a8f652f7,1779523020,0.0,48.0,49.7,1
10fad586,1779523080,37.13,41.78,64.87,1
4a1f8314,1779523140,30.85,22.98,59.31,1
499dc026,1779523200,74.75,2.24,55.66,1
9fa0ff39,1779523260,55.58,-6.72,85.25,1
3d1d6426,1779523320,50.32,7.45,69.6,1
02ee502c,1779523380,78.65,8.29,58.04,1
c2b5f07a,1779523440,42.57,7.87,55.07,1
273767fb,1779523500,46.18,3.65,90.16,1
c62bfe5d,1779523560,37.9,46.4,40.68,1
44a2e0aa,1779523620,16.77,43.47,58.78,1
3dc45536,1779523680,95.34,49.02,53.14,0
162c3b0f,1779523740,25.7,1.06,79.65,1
66bdf671,1779523800,38.03,18.06,67.19,1
3528d06f,1779523860,17.28,-8.37,98.69,1
d5b54c2b,1779523920,59.89,15.97,65.27,1
7f1323aa,1779523980,7.3,13.35,100.0,1
b8d34006,1779524040,77.43,45.61,28.69,0
7ea718ec,1779524100,50.27,17.17,71.22,1
f3f55177,1779524160,56.09,6.95,38.2,1
47a37002,1779524220,33.1,49.93,28.57,1
444e3848,1779524280,52.76,-5.05,47.47,1
780f7911,1779524340,44.87,20.63,36.54,1
fc265e8e,1779524400,28.58,-4.78,37.48,1
88942de3,1779524460,46.01,24.25,68.6,1
d409bb81,1779524520,51.14,-9.15,71.17,1
90052182,1779524580,41.52,31.57,27.15,1
0a104e6d,1779524640,58.11,22.0,23.92,1
aefaf61a,1779524700,20.6,48.65,53.29,1
42f49ec5,1779524760,49.86,26.19,83.57,1
1e2257b1,1779524820,56.11,31.7,29.58,1
22589210,1779524880,56.91,26.68,60.17,1
9c0aa8a1,1779524940,82.17,0.23,47.8,1
e1df6065,1779525000,10.92,15.91,36.41,1
e5a1a384,1779525060,47.88,37.64,90.2,1
a3961769,1779525120,3.95,38.6,77.84,1
f76f3764,1779525180,31.01,20.27,45.58,1
8f93fc54,1779525240,54.11,16.73,100.0,1
784f2edb,1779525300,51.8,41.81,69.43,1
ff1f6192,1779525360,55.24,42.08,38.17,1
9b26b3dd,1779525420,90.79,12.32,72.44,0
3f6f63f6,1779525480,47.71,13.67,42.24,1
f05639aa,1779525540,40.48,48.0,70.93,1
ae6b0f84,1779525600,68.99,48.0,54.16,1
b5b1a6bc,1779525660,2.81,21.57,48.07,1
7ab6e92d,1779525720,21.97,34.19,78.59,1
c21ed81c,1779525780,10.66,8.94,35.58,1
74fc9970,1779525840,0.0,1.54,57.97,1
6ef179c5,1779525900,16.98,24.59,17.53,1
78d06593,1779525960,78.98,26.44,79.46,1
8166f09d,1779526020,56.56,-6.15,47.8,1
4126d3ad,1779526080,87.73,2.66,72.11,1
1bfab307,1779526140,46.52,3.06,84.1,1
62b33175,1779526200,80.17,22.69,29.46,1
c3f22072,1779526260,40.44,4.33,46.39,1
5b6ef4d2,1779526320,39.41,32.24,32.69,1
4d80703d,1779526380,35.37,13.46,35.19,1
edbdfa97,1779526440,34.25,-5.92,74.64,1
6b53dd41,1779526500,21.57,20.36,42.14,1
d355e0d1,1779526560,62.37,40.69,67.67,1
d3067909,1779526620,84.87,8.77,39.1,1
a7e835bc,1779526680,53.86,-9.41,53.27,1
4bc6dfdf,1779526740,6.97,31.6,41.68,1
d67949c3,1779526800,30.94,38.7,80.73,1
823d0c57,1779526860,38.36,33.62,24.24,1
247d01e2,1779526920,67.03,26.58,36.93,1
f6ee08a7,1779526980,60.55,6.48,91.14,1
50a990dd,1779527040,0.0,24.76,53.65,1
71de771a,1779527100,54.26,27.9,79.11,1
628675bf,1779527160,33.65,3.97,60.55,1
b1bbfee7,1779527220,0.85,0.91,58.34,1
3fd287a3,1779527280,0.0,5.49,60.95,1
84d48a3f,1779527340,22.51,45.66,57.84,1
dbd39133,1779527400,60.11,-3.63,74.32,1
2bcc88c0,1779527460,66.24,36.07,71.64,1
7764b5a9,1779527520,57.69,40.06,43.51,1
d2458961,1779527580,96.47,17.5,79.64,0
cbbf0c3e,1779527640,36.86,28.34,60.65,1
1f30c419,1779527700,46.88,7.56,43.9,1
462dc1fb,1779527760,22.7,31.5,62.71,1
e32069be,1779527820,37.49,-3.74,68.77,1
62d6c69c,1779527880,0.0,-3.6,100.0,1
b730eab2,1779527940,72.22,39.69,67.22,0
fd237c98,1779528000,33.33,-3.26,63.96,1
43d38e75,1779528060,39.84,13.1,47.66,1
6c660ec2,1779528120,53.65,40.1,71.71,1
5f4036a2,1779528180,34.42,34.16,66.77,1
ce14d27d,1779528240,70.99,10.46,32.85,1
a142bdb0,1779528300,58.02,-8.52,56.71,1
31c18316,1779528360,77.0,40.18,78.86,0
54d194bf,1779528420,83.26,-2.3,86.42,1
ced56760,1779528480,46.87,-7.6,76.94,1
bfbb6c8e,1779528540,77.04,32.09,50.87,1
a725da81,1779528600,33.29,15.61,58.78,1
4cb96d65,1779528660,69.42,28.47,58.88,1
450b3a32,1779528720,56.55,-6.04,21.01,1
4da8123b,1779528780,48.3,18.67,64.6,1
4a76459b,1779528840,84.24,29.73,38.28,1
7d786d9f,1779528900,25.22,8.94,78.41,1
ccb3e67d,1779528960,58.76,-7.61,43.11,1
5318fda7,1779529020,75.03,43.45,65.29,0
850b10f5,1779529080,5.47,-5.38,15.39,1
0f68fcde,1779529140,74.89,4.68,70.59,1
0c9eea22,1779529200,79.34,42.63,54.55,0
1e87268f,1779529260,57.77,1.55,28.43,1
c6b6e518,1779529320,63.8,-7.07,73.6,1
3ee00dd8,1779529380,44.69,10.54,83.58,1
6211334a,1779529440,28.04,35.4,62.0,1
9b9700c5,1779529500,18.16,1.29,66.7,1
aa5ff8cd,1779529560,78.74,-8.95,65.93,1
1377371a,1779529620,52.39,39.17,48.13,1
51c9eab9,1779529680,21.07,25.78,33.34,1
0dfd5f2c,1779529740,68.68,24.85,87.97,1
4fee2ff8,1779529800,71.08,2.35,83.26,1
325129e0,1779529860,28.27,-2.21,53.14,1
d99e8b31,1779529920,71.25,47.76,68.35,0
7e39d6f6,1779529980,21.34,-3.66,69.32,1
96b41e12,1779530040,58.08,27.1,85.68,1
48a931a1,1779530100,67.68,40.07,79.58,1
e1b25bdd,1779530160,38.47,28.43,75.13,1
43fc17fb,1779530220,54.99,-7.99,58.38,1
df115788,1779530280,20.14,32.73,65.72,1
fa5857e4,1779530340,36.65,19.66,46.92,1
2cbe358b,1779530400,60.52,20.04,48.44,1
527f2065,1779530460,19.09,-0.59,73.51,1
af198743,1779530520,71.42,35.29,93.55,0
ff24c6bc,1779530580,37.31,14.33,22.81,1
48526c08,1779530640,26.03,23.88,32.95,1
6e64be6a,1779530700,57.86,5.94,56.25,1
8cb68d2d,1779530760,67.26,0.12,65.31,1
76089997,1779530820,48.77,46.74,69.78,1
27048214,1779530880,20.33,1.3,81.16,1
51fb128f,1779530940,35.67,-1.37,54.47,1
e8e5568d,1779531000,45.55,37.73,41.74,1
60192226,1779531060,21.41,-4.14,70.83,1
df919ed4,1779531120,37.81,29.35,81.49,1
c24c9248,1779531180,99.32,30.96,68.3,0
563ab996,1779531240,15.3,-7.66,75.28,1
1e558e8f,1779531300,74.32,24.17,57.79,1
120b73ea,1779531360,62.52,30.46,42.43,1
02fff601,1779531420,22.73,37.91,75.89,1
2f8e3413,1779531480,55.42,44.61,53.93,1
138f2159,1779531540,88.09,15.81,32.67,1
bd8bc4cb,1779531600,4.47,35.73,48.05,1
caed3f28,1779531660,53.3,34.25,57.71,1
f535db42,1779531720,47.49,6.08,58.85,1
f52eef82,1779531780,55.82,33.26,74.42,1
d2d42fb9,1779531840,71.82,-8.31,40.68,1
328134b5,1779531900,86.25,-1.23,31.48,1
3b7b2bc2,1779531960,36.56,29.14,73.11,1
67c7e8d6,1779532020,90.72,-3.55,27.84,0
bf459180,1779532080,69.8,49.96,48.59,1
25aec0ff,1779532140,32.84,29.77,43.13,1
675c14e5,1779532200,86.3,-1.86,60.28,1
86bc1de4,1779532260,37.33,-3.99,43.01,1
314b62ae,1779532320,70.22,12.7,48.31,1
e8942eb4,1779532380,43.65,48.88,46.74,1
7bb7b598,1779532440,20.58,-0.01,96.41,1
00b60b78,1779532500,41.53,-6.6,56.56,1
d06e94d7,1779532560,55.24,45.73,40.31,1
5f259217,1779532620,80.7,16.75,59.77,1
e1967f1d,1779532680,75.54,0.44,78.38,1
38e793ca,1779532740,84.1,-5.76,32.42,1
e083f73e,1779532800,63.64,49.77,16.57,1
b8208ab9,1779532860,83.63,15.92,57.83,1
88821e4a,1779532920,60.54,43.2,86.2,1
5de43810,1779532980,93.25,27.8,30.46,0
dfd19362,1779533040,22.7,-4.39,54.93,1
e2c7d863,1779533100,31.67,34.16,46.6,1
b272d361,1779533160,51.7,-0.25,19.6,1
0a26e2bc,1779533220,43.36,35.74,80.73,1
2da40a2f,1779533280,51.4,17.32,53.81,1
ca6ac2ab,1779533340,44.01,15.36,60.18,1
7c6fc35a,1779533400,38.66,33.93,94.52,1
91fce885,1779533460,66.79,25.31,48.55,1
7f53e4ce,1779533520,33.32,27.68,45.34,1
2ba74441,1779533580,42.32,5.5,84.02,1
eab06e37,1779533640,59.66,16.89,76.76,1
543313a4,1779533700,13.83,27.61,58.82,1
1e763548,1779533760,0.0,23.95,3.35,1
5a02b1bc,1779533820,93.71,25.17,52.19,0
be038722,1779533880,15.18,17.84,59.31,1
15867d9d,1779533940,57.05,10.12,56.55,1
57413028,1779534000,51.14,27.89,72.47,1
61ca5397,1779534060,23.13,12.55,62.49,1
3ae2b5b9,1779534120,56.15,16.81,43.95,1
81a359f6,1779534180,32.72,-0.13,73.75,1
b4b65de8,1779534240,67.96,32.63,56.85,1
7c6a9671,1779534300,63.97,-4.95,7.56,1
a7db2c87,1779534360,66.31,-3.43,27.37,1
58e23431,1779534420,18.55,33.05,74.63,1
e05a9697,1779534480,67.32,26.87,82.12,1
fe3999da,1779534540,20.65,49.28,44.23,1
066a9c3f,1779534600,86.78,31.08,46.01,1
ab949e36,1779534660,33.14,6.88,45.12,1
d72e3973,1779534720,13.91,-8.82,50.34,1
d6f109ac,1779534780,18.21,-9.57,35.05,1
e40369ca,1779534840,73.78,-1.2,70.54,1
0fd98717,1779534900,60.84,26.98,49.83,1
5754c77c,1779534960,53.16,8.54,50.62,1
ad6ac4de,1779535020,82.13,38.66,47.49,0
9cdd89f3,1779535080,64.43,14.39,57.43,1
3b4ce711,1779535140,47.69,43.85,91.13,1
ba15c131,1779535200,34.79,38.31,71.85,1
003cad1a,1779535260,38.42,47.14,75.38,1
fded7d95,1779535320,100.0,28.71,83.69,0
fda42ac6,1779535380,50.94,45.94,54.53,1
374afbc3,1779535440,75.18,-9.2,70.36,1
605622df,1779535500,0.0,19.94,100.0,1
05fabda3,1779535560,55.27,20.19,50.23,1
7c10a56f,1779535620,47.8,-1.04,91.77,1
ffbf7b3b,1779535680,23.85,42.34,69.47,1
b9d84f93,1779535740,22.9,47.74,67.15,1
7aae8043,1779535800,30.23,27.61,60.68,1
1eb1349e,1779535860,69.21,39.07,47.51,1
37845a87,1779535920,50.04,17.3,68.3,1
217292b5,1779535980,36.15,22.81,67.64,1
474409fd,1779536040,28.29,15.08,61.96,1
098f7e2b,1779536100,64.62,-2.27,52.6,1
c4d79c38,1779536160,36.63,27.39,65.9,1
8fe1b5a9,1779536220,79.61,4.02,48.2,1
add331bc,1779536280,18.25,32.82,73.38,1
1a04e462,1779536340,56.53,-2.37,80.46,1
63064835,1779536400,20.42,32.02,54.94,1
73e6a1d2,1779536460,39.89,20.37,65.31,1
555aa32f,1779536520,66.14,22.14,60.39,1
129c0b21,1779536580,76.96,19.58,53.45,1
89203f7d,1779536640,22.62,40.81,0.0,1
b9b9134f,1779536700,41.52,10.0,83.34,1
f1efb634,1779536760,100.0,4.3,53.89,0
1f8a0e7b,1779536820,48.33,10.04,89.09,1
30b8b36c,1779536880,43.36,46.96,52.0,1
a2f8dd58,1779536940,27.89,17.64,49.59,1
7695c424,1779537000,62.15,23.1,21.01,1
362c353b,1779537060,31.23,47.93,19.12,1
984f8561,1779537120,15.11,4.61,45.84,1
f18e9ff2,1779537180,89.56,2.36,54.85,1
024c939d,1779537240,85.68,10.32,51.61,1
54638799,1779537300,15.28,34.52,66.0,1
ad6daea6,1779537360,57.68,11.15,55.04,1
eb361138,1779537420,26.51,44.35,83.15,1
74e78765,1779537480,46.04,19.58,56.32,1
2ef0b8f8,1779537540,67.01,22.69,56.02,1
f2c432eb,1779537600,73.09,29.53,38.99,1
10801c20,1779537660,40.54,-3.18,62.91,1
b9bcf565,1779537720,64.7,20.58,72.39,1
5a60c95d,1779537780,29.74,7.08,50.71,1
222e798d,1779537840,83.77,22.38,46.93,1
49c31d90,1779537900,45.04,45.99,42.36,1
02f58020,1779537960,79.16,17.98,70.62,1
e4824f37,1779538020,29.69,42.56,54.26,1
def637c7,1779538080,35.95,20.74,69.59,1
e247454e,1779538140,100.0,46.77,55.28,0
571e4a9e,1779538200,79.54,-6.98,100.0,1
d85d4293,1779538260,33.07,40.16,68.31,1
b78bd844,1779538320,38.11,4.94,43.48,1
3e21c68a,1779538380,15.87,19.34,45.79,1
981d231c,1779538440,54.77,-6.64,59.27,1
7af7a0bc,1779538500,36.64,40.19,63.02,1
9a635fe3,1779538560,100.0,23.7,87.2,0
eecbe402,1779538620,38.67,9.13,50.13,1
43e30ed9,1779538680,16.5,-3.02,68.64,1
8245f4f1,1779538740,64.6,7.83,72.28,1
05d28469,1779538800,74.84,36.96,87.48,0
8e2bf3ab,1779538860,54.29,-0.65,67.82,1
57a165fb,1779538920,65.81,2.56,50.52,1
f1430d12,1779538980,55.03,14.15,51.55,1
71f2d832,1779539040,55.69,-4.57,72.72,1
5a062bfe,1779539100,24.67,-6.93,26.26,1
765a6f4f,1779539160,23.39,14.06,59.8,1
c7366644,1779539220,80.22,38.19,46.77,0
5064798f,1779539280,40.2,12.4,39.64,1
9be981eb,1779539340,59.52,32.43,51.1,1
cac1371d,1779539400,37.59,-3.65,36.93,1
0f01560b,1779539460,27.6,49.16,66.07,1
e260660d,1779539520,37.04,24.71,86.51,1
8c5d1eb2,1779539580,52.82,0.47,77.13,1
941b687c,1779539640,76.57,28.65,52.49,1
c95264f8,1779539700,72.26,43.64,67.32,0
f5d62d11,1779539760,91.59,35.42,66.1,0
4bd0ef0f,1779539820,21.55,37.85,67.29,1
e6910742,1779539880,38.79,17.83,64.77,1
d49b2a89,1779539940,37.45,-8.92,39.86,1
7694d28e,1779540000,77.41,27.17,16.17,1
5c30a1c5,1779540060,74.24,2.93,69.43,1
a1b204a0,1779540120,50.08,48.89,84.6,1
e65abd42,1779540180,42.74,28.29,48.12,1
86126f75,1779540240,64.68,-6.06,55.89,1
2dc55c58,1779540300,100.0,29.16,83.99,0
c637428c,1779540360,31.51,40.62,33.31,1
14d8c0a0,1779540420,62.22,23.76,50.87,1
a0472444,1779540480,69.75,2.45,79.39,1
bb4ae487,1779540540,76.47,15.93,63.96,1
5e7dff81,1779540600,48.71,-1.43,70.06,1
78d87e9d,1779540660,63.08,9.18,57.44,1
50ef4b86,1779540720,33.61,33.47,55.29,1
c26ff8e0,1779540780,75.85,16.56,46.23,1
753bdd1a,1779540840,88.22,12.94,58.38,1
1f84453f,1779540900,0.0,12.04,40.96,1
302fd526,1779540960,84.46,11.71,62.32,1
9feeded9,1779541020,100.0,6.17,65.8,0
281ec4e6,1779541080,57.17,33.41,57.06,1
dafbb58b,1779541140,96.45,-8.24,79.42,0
24c43ed3,1779541200,54.81,22.74,100.0,1
e6f253cb,1779541260,33.28,1.6,55.51,1
1e1ac618,1779541320,47.13,18.0,71.34,1
dd5baed4,1779541380,57.82,20.52,95.65,1
103b20da,1779541440,70.2,0.09,43.04,1
fbed2f62,1779541500,45.69,7.18,32.8,1
f5abecc7,1779541560,68.32,29.06,34.52,1
9cfb7f22,1779541620,42.22,-5.61,84.56,1
73bac072,1779541680,89.96,-9.56,74.67,1
80a6455b,1779541740,36.11,24.15,60.44,1
295d6f37,1779541800,0.0,46.7,100.0,1
f6b4ed4c,1779541860,38.15,17.94,63.78,1
cee65aa0,1779541920,45.35,17.33,28.01,1
07eb2e84,1779541980,4.35,-0.14,80.95,1
26e9c799,1779542040,82.2,29.84,60.29,1
9e66bd02,1779542100,62.71,44.73,56.23,1
c55747b3,1779542160,68.28,48.07,70.77,1
a63982b2,1779542220,55.81,21.8,78.03,1
26341560,1779542280,100.0,23.44,46.27,0
6546bbe9,1779542340,28.16,23.9,79.25,1
db30051c,1779542400,45.74,35.01,43.74,1
3e1e1190,1779542460,49.63,9.77,23.97,1
83c527c4,1779542520,78.05,31.05,56.27,1
cd994e31,1779542580,44.46,42.4,65.72,1
3a52faa8,1779542640,19.59,20.73,37.57,1
69461c5b,1779542700,73.5,13.76,52.21,1
78ca7e11,1779542760,41.62,13.13,33.18,1
7317b76d,1779542820,53.57,20.31,64.53,1
44be78d2,1779542880,49.49,-6.51,65.78,1
2ada1fe7,1779542940,39.07,-0.59,27.48,1
f4e35a9f,1779543000,65.24,33.29,28.89,1
6bc5b292,1779543060,88.59,23.73,61.71,1
483612ce,1779543120,25.16,-2.43,62.72,1
77a5cb00,1779543180,6.66,-8.74,64.43,1
652e6516,1779543240,73.91,48.13,100.0,0
2d9d53a7,1779543300,31.61,23.1,59.47,1
967125dc,1779543360,4.48,44.4,45.88,1
8384cb7d,1779543420,61.3,14.34,35.82,1
2b6ec60d,1779543480,47.12,5.91,53.08,1
0b3d6f32,1779543540,57.83,6.08,62.6,1
44861ce5,1779543600,30.83,46.04,61.36,1
712b1e3b,1779543660,67.65,39.43,83.81,1
03d2dc23,1779543720,56.21,32.84,61.56,1
06e3abe5,1779543780,50.81,-2.98,76.11,1
1211c309,1779543840,23.16,25.55,61.62,1
